gene,gen_1,gen_8,gen_12,gen_19
ALD6,0.17247809889602692,-0.03448313482965585,-0.18879128482954208,-1.0178328260825988
ALF1,-0.7799463025390114,0.1734350848663561,0.5666329115215083,-0.5406757420928385
ALG1,-0.13292709448692774,0.4518890494373371,-0.2322708552793466,0.09225467972524728
ALG11,-0.07725224103582289,0.6075033738183014,-0.3778647171780277,-0.4843350945914534
ALG12,-0.2442940215685155,0.5062356761740693,-0.883128670258318,-0.8402069217734005
ALG13,-0.15383123910054336,1.120568716262168,0.9237806808787131,0.8944657288037261
ALG14,-0.013360456603091311,0.19889618290032995,-0.1261051198222618,-1.022748707170566
ALG2,-0.018297513410425358,0.043891160801085884,0.11022883130543167,0.13027631883566002
ALG3|YBL083C,-0.015932897860296513,0.43493969940361366,-0.9954725344087175,-0.9543334904376838
ALG5,-0.15148417385005228,0.8719621484727552,-0.7302613338770483,-1.096107161571098
ALG6,-0.021386176283620693,0.17915574875838455,-0.6340761199377277,-0.2470518655431695
ALG7,-0.03480546213590156,0.42275436674308214,-0.7747171490685157,-1.0831240885194486
ALG8,0.09198424181247888,0.5654273812064463,-1.0294598756300697,-1.4935471900028656
ALG9,-0.1763198627165954,0.23278893246882779,-0.8178145464996623,-0.543140564937459
ALO1,-0.10312646562463436,0.475908047806575,0.508291018495976,0.020894025357158834
ALP1,-0.5963540719557751,0.3019855161307506,1.1395367443165,1.7082653659802858
ALR1,0.1591755928038021,-0.03107593850089511,-0.2444978010662049,-0.5718811052798244
ALR2,-0.15982651712342832,0.1205720167961228,-0.151059821834088,0.08518533656400376
AMA1,-2.718704809568491,0.26607863071857757,0.6869545290847565,0.1900404350022876
AMD1,-0.22357858578837767,0.45069792036001893,0.13769606691915712,-0.02489161087214726
AMD2,-0.08679288554193641,0.28076873630173943,1.600810609960952,1.7145442755530116
AME1,,0.934842756655459,0.26159543228668597,-0.36504518576921396
AMN1,-0.3182673631237412,0.34989683480067774,-0.9920465858937061,-1.4512988817174504
AMS1,-0.5032494134919869,0.14018720539042073,1.1086730641142837,2.9800741448730883
ANB1,0.05954590288586837,-0.0587952390144332,-2.5362729718350447,-2.263456675199495
ANP1,-0.31660276119667585,0.5233177692559247,-0.48738703372184267,-0.8474127977421435
ANT1,-0.044956637151564456,0.36878694033365184,-0.6357477206993628,-0.685163073117274
AOS1,-0.35083107204894165,0.6369035442384662,-0.06258347200364248,0.39068360665468443
APA1,-0.24776749678240975,0.4327108560355383,-0.22411514404864613,-1.9503477336031085
APA2,-0.38064918437872214,-0.09048649653809464,0.58658871666364,0.7640530762988719
APC1,-0.4764579792830473,0.08707144112053465,0.13999622740147183,1.1731458058214055
APC11,-0.07993027729076943,0.47274511336665354,-0.08317914055495106,-0.41545827404479235
APC2,-0.31154249317295524,0.3774578678018567,0.3757354095489783,0.9028631512996024
APC4,-1.6323863525302482,0.8883761851841169,1.302813391486641,-0.29578450545160767
APC5,-0.1476748374153821,0.9419175974134258,0.5351514305441102,0.7425430858540698
APC9,-0.46948291929268426,0.39570451962576464,0.25079965666808046,0.8868213133500481
APD1,-0.48845239074663155,0.3412643818301056,0.16806729329320824,0.580968437965024
APE2,-1.3479137384650441,0.36864653943087206,0.6200194679528133,1.1990866053706497
APE3,0.12427038925465728,0.0313880034206598,0.22633658477893062,0.6462318459917851
API2,-1.6727826107465205,0.0016611715618773948,0.21712794656895631,0.25606191067528467
APJ1,-0.08403597322572208,0.1646517326245153,1.8781401227544123,1.627438603653326
APL1,-0.14542258016957277,0.226061139899615,0.33609470273538594,1.2746734561378206
APL2,-0.46198234863801824,0.21710888983614193,0.1686948329043234,0.3374555358030081
APL3,-0.35230174393088115,0.2771003890902813,1.4363630875911888,1.3468027635263917
APL4,-0.05975421275318871,0.03782536640347295,-0.26841270473072604,-0.017977309545048805
APL5,-0.3247265489607504,0.6289772734944301,0.5762396190777608,0.13966466474981346
APL6,-0.05578405765210009,0.0753983411247029,0.3329667752448237,-0.3150519820359858
APM1,-0.4790560308904965,-0.13180721221054315,0.35478377973951963,0.4575935348544618
APM2,-0.19170821309610847,0.19093052853875062,0.9779958233817544,1.0383565499440355
APM3,-0.009224079290750475,0.9459658511232997,0.3115955752157191,0.7939101681437621
APM4,-0.220681471467439,0.14696602549728385,-0.454229007121239,0.012357877702291844
APN1,-0.2648837435264374,0.4204679985257374,-0.2856589300127,-0.575392811696705
APN2,-2.2641606880673057,0.5238670191452144,-0.013629031609721176,-1.9859910485061736
APP1,-0.2746889748649,0.16327178002148887,-0.11164685161814511,0.5880732834917293
APQ12,0.06811201591616224,0.8239160010580636,-0.6647934300185779,-1.4015844289610915
APS1,0.02776926581360004,0.9899677714792544,1.4277508555325564,0.7022135525283775
APS2,0.11521878007007405,0.6162868589784426,0.04346550175791469,0.18733109901564535
APS3,-0.5718469073205681,0.36208818391393355,0.2292865596744401,0.54170785372004
APT1,-0.14243307886588957,0.674136793263766,-1.4716786715417196,-2.7736416226533254
APT2,-0.09001657699402321,0.16252035500231166,-0.8680263900850266,-1.145944921757938
AQR1,-0.3110216195204883,0.7007910528523238,-0.8382456422526676,-1.121701570238143
AQY1,-0.7559011629364562,0.2361364575714199,-0.030162808853170433,-0.4995401696919121
AQY2,,0.79621273285349,,-0.16583201889949667
ARA1,-0.08309148277346261,-0.12265246657974589,0.2630510017472608,1.0532321422574094
ARB1,0.0549029079230058,0.16126548147823366,-1.4898936119929014,-2.8412396120826657
ARC1,0.09895833411096631,0.3053698661382085,-0.4205055699694175,-0.5882365526245419
ARC15,0.0029973912763958245,0.3863508707699299,0.6985094349287007,1.0807395563322177
ARC18,0.0961155554936511,0.21486217530956367,-0.239062964092507,0.6135569675654223
ARC19,-0.48238350997258284,0.2905021223999094,-0.01560717820262523,0.39374551163940524
ARC35,-0.045012038096718034,0.5714250261906957,0.7904549486136295,0.9103766963876643
ARC40,0.05537410202253408,-0.10935715273346108,0.08984155324994701,0.667580549947477
ARD1,-0.08818471181601224,0.07478025858491966,-0.6814104371285338,-1.4571974150350275
ARE1,0.03386924643280745,0.3109199231557383,-0.6186071987805499,-0.0650674525546853
ARE2,0.004865997201155666,-0.058296006784778275,-0.47651719946061594,0.12316503204970182
ARF1,0.005114280602912237,1.1170810849107504,-0.4913171194258137,-1.6437688447151846
ARF2,-0.03989225790094185,0.8695384800795152,-0.1294572273974388,-0.1382431182932284
ARF3,-0.2571475219108484,1.0369079381187691,-0.5382560238438485,-1.0727699872872125
ARG1,0.18970374619849054,0.12746860326852003,-1.5775421461469523,-0.22024475092192575
ARG2,-0.6886922391789175,0.3551646956388761,-0.6977577701064764,-0.32819593495012206
ARG3,-0.09307657478854021,-0.04358366577118966,-1.502622533227744,-1.4134301581212516
ARG4,-0.025445696812206712,0.4149986987439626,-0.6068537864073956,-0.1651081995721644
"ARG5,6",-0.09565066928361464,0.17991283571226382,-1.8874268625496329,-1.7065200797019675
ARG8,-0.3537717344287711,0.3520109545749584,-0.9480520555308901,-1.5898200509135596
